epoch,lr,loss,iou,val_loss,val_iou
70,0.01,0.23923268605296205,0.7102783936403129,0.232241566820317,0.7154819746632421
71,0.01,0.2371711434751022,0.7122745627018557,0.23201883144407387,0.715063056599228
72,0.01,0.23608443050122843,0.7134447086729769,0.232747004692813,0.7143923474211029
73,0.01,0.23778051701260777,0.7116524713456894,0.2331759825528386,0.7142018883433885
74,0.01,0.23760718870453718,0.7117286211998154,0.23075871367052378,0.7170419822087416
75,0.01,0.2338581803004916,0.7162697972892328,0.22898056600467268,0.7190759858937987
76,0.01,0.23441675995908132,0.7155119434617133,0.2287500994392188,0.7193449172232249
77,0.01,0.2350777721986538,0.7149663567599657,0.2303820694067392,0.7171901825647314
78,0.01,0.2370619757509813,0.7128098794836459,0.23011296556656619,0.7176280747280871
79,0.01,0.2326693569378155,0.7176182338722438,0.2283816251410059,0.7198289028868715
80,0.01,0.23498843937385372,0.7151507384233097,0.22873858443225722,0.71959833923377
81,0.01,0.2315610672642545,0.7187453548862965,0.2301173310681998,0.7175670015218626
82,0.01,0.2321321237378004,0.7186014668214311,0.22737842923905477,0.7214759877159985
83,0.01,0.2329359639708589,0.7175261178596751,0.22906532165515853,0.7192426233762244
84,0.01,0.23186056879235478,0.7189078358961054,0.2271491308887321,0.7214858118441928
85,0.01,0.2293340910862132,0.7218251134227235,0.22615099797047764,0.722691127113838
86,0.01,0.23120719194412231,0.7195486212240897,0.22982363223311414,0.718178359942386
87,0.01,0.23100495701882898,0.7202276387339456,0.22961557360298662,0.7185953202161302
88,0.01,0.23009966913519836,0.7214034039859009,0.2265502203659839,0.7222407354473973
89,0.01,0.22868081781922317,0.7227170976262631,0.2255018076982843,0.7237051001814118
90,0.01,0.22906010579772113,0.7215820609876114,0.22557048661163054,0.7235079368849081
91,0.01,0.2295008774210767,0.7217455975454737,0.22589808056153446,0.7228842254429546
92,0.01,0.227569188104897,0.7239180806549051,0.22680290851248316,0.7218660023774875
93,0.01,0.22794597232487143,0.7237863472141707,0.22546645065388046,0.7232350179987289
94,0.01,0.22953923464548298,0.721326180903013,0.22521553897714042,0.7237400097209811
95,0.01,0.22600855987246443,0.7258119621657376,0.22458902306585427,0.724133244451085
96,0.01,0.22667610990565,0.7247064422573766,0.22401553697614784,0.725062294568292
97,0.01,0.22607314804705178,0.7256602008912721,0.22463905954935465,0.724150626713028
98,0.01,0.22606352117003464,0.7255882679623167,0.22351254486894034,0.7256268390235496
99,0.01,0.2262460800205789,0.7257463103493844,0.22379794519349752,0.7255552685543238
100,0.01,0.22553778803203164,0.7266944093676412,0.22252994811678506,0.7272065792745246
101,0.01,0.22457032123716866,0.7278671572962531,0.22316155591643,0.7263821454251388
102,0.01,0.22567595014484917,0.7263507176579306,0.22189293317047945,0.7278940881737661
103,0.01,0.2237819740321578,0.7293142369170519,0.2217016760484282,0.7281448450012947
104,0.01,0.22214824706315994,0.7304923110012511,0.2229327997529363,0.7267665824566539
105,0.01,0.22541156429343107,0.7263687505598592,0.2224422844059496,0.7270071641726928
106,0.01,0.22239808611026624,0.7302285994884657,0.2224287257855197,0.7273409811291638
107,0.01,0.22207348357613493,0.7309665862741977,0.2211083586675575,0.7291317284851987
108,0.01,0.2230787448039869,0.7294750801923982,0.22173135072351938,0.7283863307758214
109,0.01,0.22403679933489823,0.7281211127648192,0.22131678156823997,0.7287352263130079
110,0.01,0.2220100091724861,0.7305162186059089,0.22073594399963517,0.7291728952732773
111,0.01,0.2223712178628619,0.7303492600580729,0.22042738385947355,0.7297749258828273
112,0.01,0.2229096729580949,0.7299317398162207,0.22054219587021565,0.7295704515364437
113,0.01,0.22159574598800846,0.7312515496619255,0.22109133310346718,0.7286213119921682
114,0.01,0.22040433800075113,0.7325144597110422,0.2204115058643272,0.7295833398114838
115,0.01,0.2208482446830447,0.7321488934576982,0.22024050821740943,0.7298054651712484
116,0.01,0.22121024258979938,0.7322846317814191,0.22047831764422268,0.7298327469204451
117,0.01,0.22130191253452766,0.7315960377214121,0.22054281399910708,0.7292307527070001
118,0.01,0.22150075780909237,0.7317172339996968,0.21943896613925337,0.7310376567790767
119,0.01,0.2194608086492957,0.7333645966509135,0.2198046986238066,0.7303885751273766
120,0.01,0.21858028395146858,0.734678874014847,0.21874922765306679,0.7319598011586033
121,0.01,0.21917406287862035,0.7342901997529953,0.22031338961727648,0.7294444285273053
122,0.01,0.22104931386505686,0.7321449794311418,0.2183718945247581,0.7323583373135707
123,0.01,0.22001357685501982,0.7332116726734905,0.21886253356933594,0.731357409798805
124,0.01,0.21922586821928258,0.7343198549309528,0.21844782743109278,0.7322902060385945
125,0.01,0.21839330127326453,0.7358650522686914,0.2179747060479888,0.7331354655677155
126,0.01,0.21892351566291438,0.7344488724675655,0.21825638431382466,0.7324944211713871
127,0.01,0.21812256861750673,0.7357017559964605,0.21783591268292393,0.7331780335699898
128,0.01,0.21788780282183393,0.7359839752466374,0.217871769724122,0.7330392413233326
129,0.01,0.21827056858597732,0.735543503817855,0.21783643835280314,0.7331435893918764
130,0.01,0.2185803671799055,0.7349225400268532,0.2179421193628426,0.7331568341834995
131,0.01,0.21835448738278412,0.7355496469842817,0.2182123942906598,0.732601173019204
132,0.01,0.21881926114239345,0.7355403839180428,0.21759487742401032,0.7330820340481476
133,0.01,0.21693120424340412,0.7364863798026673,0.21780779275549464,0.7329125783254913
134,0.01,0.21729409912737405,0.7366901774931681,0.21730116602168026,0.7336323740973059
135,0.01,0.21876549666247716,0.7348667787899782,0.21741408145571328,0.7333526576030099
136,0.01,0.21792629070398284,0.7360958230951523,0.2179868849645178,0.7327759821010104
137,0.01,0.21890956817603693,0.7347645900446663,0.217549144683114,0.7332415566460477
138,0.01,0.21712009208958324,0.736830215749889,0.21763987031327672,0.7333771998978194
139,0.01,0.21777004730410693,0.7361693564100474,0.217587884829705,0.7334496909117328
140,0.01,0.21677352924172472,0.7371531793681039,0.21806214031684829,0.732828444622091
141,0.01,0.21791213823527825,0.7357921621078555,0.21754140344010778,0.7335043384249383
142,0.01,0.2154358470948731,0.7383468039768192,0.2174778984612729,0.7337198498900523
143,0.01,0.21691016652962056,0.7368647744871318,0.2173689147794103,0.7335025102986299
144,0.01,0.21635926841962627,0.7380858341164184,0.2172630267689027,0.7337858092551144
145,0.01,0.21831201925510313,0.7358132152727772,0.21703263255487004,0.7340471005955805
146,0.01,0.2167640977152964,0.737166421333956,0.21680313097425255,0.7344082694639971
147,0.01,0.2162593185174756,0.7378017564831606,0.21706812783896204,0.7341221762380582
148,0.01,0.2161791493616453,0.7381475051350319,0.2172893246254289,0.7336005172788598
149,0.01,0.21668953666599786,0.7376471506189123,0.21687279085078873,0.7341847031579849
150,0.01,0.2158140859952787,0.738576831608795,0.21718146032597646,0.7339198983302142
151,0.01,0.21619659462353077,0.7380135706989078,0.21715914844030357,0.7340282455354786
152,0.01,0.21839969478002408,0.7354576451088399,0.21709996551634317,0.7338494002626641
153,0.01,0.21758187035234963,0.7362366648471973,0.21683081427970566,0.7341046098982849
154,0.01,0.2166356044571574,0.7376506034391641,0.2168270678046238,0.7342815677130109
155,0.01,0.21582570290420114,0.7387834678993732,0.21728389826883754,0.7337125449248836
156,0.01,0.21622997013533987,0.7386072998928837,0.21709562784217926,0.7337810408119504
157,0.01,0.21710223341133536,0.7376343501256332,0.21692896176533527,0.7339479254857312
158,0.01,0.2179772286880307,0.7359809286376409,0.21704270214919585,0.7341237449429544
159,0.01,0.2177761913072772,0.7362031665308201,0.21711892176823444,0.733753503285077
